sentence,paperID,date,journal,affiliation,question,
"Additionally, “[...] SARS-CoV-2 is not derived from any previously used virus backbone,” reducing the likelihood of laboratory origination, and “[...] genomic evidence does not support the idea that SARS-CoV-2 is a laboratory construct, [though] it is currently impossible to prove or disprove the other theories of its origin.”",ab196f5de8cc9813482113a10ca4df39d164655c,3/6/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Additionally, “[...] SARS-CoV-2 is not derived from any previously used virus backbone,” reducing the likelihood of laboratory origination, and “[...] genomic evidence does not support the idea that SARS-CoV-2 is a laboratory construct, [though] it is currently impossible to prove or disprove the other theories of its origin.”",cddff59aa11d3d8005e389b47cb7c4501a21d593,3/6/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Work with other coronaviruses has indicated that heparan sulfate dependence can be an indicator of prior cell passage, due to a mutation in the previous furin enzyme recognition motif.",ab196f5de8cc9813482113a10ca4df39d164655c,3/6/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Work with other coronaviruses has indicated that heparan sulfate dependence can be an indicator of prior cell passage, due to a mutation in the previous furin enzyme recognition motif.",cddff59aa11d3d8005e389b47cb7c4501a21d593,3/6/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Comparing genomes of multiple coronaviruses using machine-learning has identified key genomic signatures shared among high case fatality rate coronaviruses (SARS-CoV-1, SARS-CoV-2, MERS) and animal counterparts.",e9d4b82c7c0c9603626a6c288a3ecd61b1886558,6/30/20,Proc Natl Acad Sci U S A,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Comparing genomes of multiple coronaviruses using machine-learning has identified key genomic signatures shared among high case fatality rate coronaviruses (SARS-CoV-1, SARS-CoV-2, MERS) and animal counterparts.",da315e300ebe034aff1b9297d3df1533cf2f94ef,6/30/20,Proc Natl Acad Sci U S A,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These data further suggest that SARS-CoV-2 emergence is the result of natural emergence and that there is a potential for future zoonotic transmission of additional pathogenic strains to humans.,e9d4b82c7c0c9603626a6c288a3ecd61b1886558,6/30/20,Proc Natl Acad Sci U S A,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These data further suggest that SARS-CoV-2 emergence is the result of natural emergence and that there is a potential for future zoonotic transmission of additional pathogenic strains to humans.,da315e300ebe034aff1b9297d3df1533cf2f94ef,6/30/20,Proc Natl Acad Sci U S A,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
The estimated mutation rate for SARS-CoV-2 is 6x10-4 nucleotides per genome per year.,d30d9ccc3790f3300de9d87cb48075f9249d8e9a,5/5/20,Infect Genet Evol,,15. Genomics – How does the disease agent compare to previous strains?,
SARS-CoV-2 is acquiring nucleotide changes at a rate that suggests the virus is undergoing purifying selection (that the genome is stabilizing toward a common genome).,11095d5b958a23a80a72d51bddb4fac4122a55c6,5/26/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"Low genetic diversity early in the epidemic suggests that SARS-CoV-2 was capable of jumping to human and other mammalian hosts, and that additional jumps into humans may occur.",11095d5b958a23a80a72d51bddb4fac4122a55c6,5/26/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"In an analysis of ~3,500 COVID-19 patients, researchers identified 17 SARS-CoV-2 genome variants that were consistently associated with severe illness, and 67 SARS-CoV-2 genome variants consistently associated with mild disease.",b94d55f25088deadaa8bca7f4788a43bd308d41e,12/3/20,,,15. Genomics – How does the disease agent compare to previous strains?,
"The variants were not rare overall, suggesting use as a screening tool, though a single variant alone is not necessarily responsible for virulence.",b94d55f25088deadaa8bca7f4788a43bd308d41e,12/3/20,,,15. Genomics – How does the disease agent compare to previous strains?,
Variants leading to the most severe illness were located in the C-terminal end of the Spike protein.,b94d55f25088deadaa8bca7f4788a43bd308d41e,12/3/20,,,15. Genomics – How does the disease agent compare to previous strains?,
"Phylogenetic and clinical analysis suggests the D614G mutation in the Spike protein is associated with higher rates of SARS-CoV-2 transmission, but no change in clinical severity in infected patients.",d8f29e5ae2e39426f5bf95e0ab95f0571433af03,11/19/20,Cell,,15. Genomics – How does the disease agent compare to previous strains?,
"Phylogenetic and clinical analysis suggests the D614G mutation in the Spike protein is associated with higher rates of SARS-CoV-2 transmission, but no change in clinical severity in infected patients.",9b5d22b423aa04a240766b814a16387edd321183,7/3/20,Cell,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",9b5d22b423aa04a240766b814a16387edd321183,7/3/20,Cell,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",b08e48af0d77e0c9c465dc76ffcdf85b38dc548e,9/29/20,medRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",dceb49bad1e8ac72f0caf9356be78ee733d0b890,9/29/20,medRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",b08e48af0d77e0c9c465dc76ffcdf85b38dc548e,9/29/20,medRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",dceb49bad1e8ac72f0caf9356be78ee733d0b890,9/29/20,medRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",93d1f32b5ded4a2dfc0615e44a714af19ce11942,6/12/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",96d4ead25a0a5209548be26354f7e683209b9c2d,6/12/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"An ongoing study of SARS-CoV-2 sequences reveals the continued spread and increased presence of sequences with the D614G mutation, though it is possible that founder effects contributed to its prevalence.",ed9b4f81b0888b3d2c40b0978cedb4581c541a18,8/19/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"Limited animal model results support the possibility of increased transmissibility, and the mutation slightly increased viral replication in human cell lines.",93d1f32b5ded4a2dfc0615e44a714af19ce11942,6/12/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"Limited animal model results support the possibility of increased transmissibility, and the mutation slightly increased viral replication in human cell lines.",96d4ead25a0a5209548be26354f7e683209b9c2d,6/12/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"Broad phylogenetic analysis, however, suggests that no current, recurring SARS-CoV-2 mutations (including D614G) are associated with higher rates of transmission in human populations.",ed9b4f81b0888b3d2c40b0978cedb4581c541a18,8/19/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
The D614G mutation appears to make the virus more susceptible to neutralization by monoclonal antibodies or by convalescent plasma.,e1119a3d54bf74310650b31470c2d07883760675,12/1/20,Cell Host Microbe,,15. Genomics – How does the disease agent compare to previous strains?,
Antibodies induced by the D614G mutation or wild-type virus are able to neutralize each other.,e1119a3d54bf74310650b31470c2d07883760675,12/1/20,Cell Host Microbe,,15. Genomics – How does the disease agent compare to previous strains?,
This may affect the ability of vaccines and therapeutics that target this region.,91dd66ca93ca31cf12517ea4287a36debd3b4c47,11/5/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"As of October 2020, this is the second most common receptor binding domain variant worldwide, and has been found in 12 countries.",91dd66ca93ca31cf12517ea4287a36debd3b4c47,11/5/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"An existing variant (VUI 202012/01) that is increasing in prevalence in some areas of the UK has been associated with higher transmission rates, though confirmation in human or animal studies is needed.",91dd66ca93ca31cf12517ea4287a36debd3b4c47,11/5/20,bioRxiv,,15. Genomics – How does the disease agent compare to previous strains?,
"Several human genomic regions, including those determining blood type, affect COVID-19 prevalence and/or severity.",27fac2f8375502dbf3c98e878f46d85da46244b5,10/22/20,Hum Genomics,,15. Genomics – How does the disease agent compare to previous strains?,
"Blood type may affect COVID-19, with evidence of slightly increased prevalence and moderately increased severity in those with type A blood (though evidence is mixed).",ab60605f6f92a26aa8887aea13a5e75b3589fa4b,7/12/20,Ann Hematol,,15. Genomics – How does the disease agent compare to previous strains?,
"Blood type may affect COVID-19, with evidence of slightly increased prevalence and moderately increased severity in those with type A blood (though evidence is mixed).",ba2da949a800c479afaaeb5d7842431e97deee83,10/23/20,MMWR Morb Mortal Wkly Rep,,15. Genomics – How does the disease agent compare to previous strains?,
"Blood type may affect COVID-19, with evidence of slightly increased prevalence and moderately increased severity in those with type A blood (though evidence is mixed).",f05f3918240ec853f20388f48c099c39fd3e721f,9/18/20,PLoS One,,15. Genomics – How does the disease agent compare to previous strains?,
"Blood type may affect COVID-19, with evidence of slightly increased prevalence and moderately increased severity in those with type A blood (though evidence is mixed).",76bc7cadec5967081d62ff826aa64bf28b1c2294,10/14/20,Blood Adv,,15. Genomics – How does the disease agent compare to previous strains?,
