ground_truth	matched_claim
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	"Tabulating attack rates for SARS-CoV-2 could provide similarly useful information for estimating doses and/or risks in retrospect, however such an exercise requires information on an environmental measurement coupled with the total number of persons exposed in addition to the number of individuals infected and/or ill"
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	"The?As expected, the log 10 transformed first-order decay rate increased with increasing temperature for?Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology, Environmental Research, https://doi.Decay of SARS-CoV-2 and surrogate murine hepatitis 1 virus RNA in untreated wastewater to inform 2 application in wastewater-based epidemiology 3 4 5 6"
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	"Decay rates of SARS-CoV-2 has been estimated on different environmental conditions: the longest surface viability has been observed on stainless steel and plastic, with an estimated median half-life of 5.6 hours and 6.8 hours respectively"
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	The SARS-CoV-2 virus shares similarities in environmental inoculation to SARS-CoV: both coronaviruses are detectable at 72 hours following contact withon surface materials (albeit with an exponential decay in viral titres)
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	The SARS-CoV-2 virus shares similarities in environmental inoculation to SARS-CoV: both coronaviruses are detectable at 72 hours following contact with surface materials (albeit with an exponential decay in viral titres)
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	"The goal of this study was to compare the decay characteristics of SARS- CoV-2 and MHV RNA using RT-qPCR, with attention to the effect of: (i) the water matrix (untreated 154 wastewater, autoclaved wastewater and dechlorinated tap water); (ii) environmentally relevant 155 temperatures (4, 15, 25 and 37°C); and, (iii) wastewater microbiota (comparison of untreated 156 wastewater and autoclaved wastewater) on the decay of the virus RNA"
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	"Furthermore, careful surveillance of water and wastewater to be used as an early warning tool for such outbreaks in future, understanding the survival and decay mechanism of the novel virus in water and wastewater, analysis of potential pathways of SARS-CoV-2 into water bodies are other potential research opportunities for environmental researchers [40] [41] [42] [43] [44]?
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	These raster 157 surfaces were generated using geostatistical modeling based DHS indicators and several 158 relevant environmental covariates (Mayala et al
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	"Environmental conditions, including relative humidity and sunlight, have been shown to influence the decay rate of infectious viruses in aerosols [16, [18] [19] [20] [21] [22]?
EPA has released a list of SARS-CoV-2 disinfectants that have been found effective against SARS-CoV-2 specifically.	"The Environmental Protection Agency (EPA), in order to make everyone aware of, and have access to, potentially effective surface disinfectant products for use against the possible presence of SARS-CoV-2 on surfaces, provided a list of ""Disinfectants for Use Against SARS-CoV-2"" 4?
EPA has released a list of SARS-CoV-2 disinfectants that have been found effective against SARS-CoV-2 specifically.	It should be noted that products 1 and 2 are included in the EPA's List N of disinfectants effective for SARS-CoV-2
EPA has released a list of SARS-CoV-2 disinfectants that have been found effective against SARS-CoV-2 specifically.	"Additionally, the Environmental Procession Agency (EPA) has published an extensive list of chemicals effective against SARS-CoV-2 [2]?
EPA has released a list of SARS-CoV-2 disinfectants that have been found effective against SARS-CoV-2 specifically.	27 The EPA published an official list of products that meet criteria for use against SARS-CoV-2 and includes the required amount of time that a surface should be treated with each product to effectively kill the virus
EPA has released a list of SARS-CoV-2 disinfectants that have been found effective against SARS-CoV-2 specifically.	All work areas should be carefully disinfected with a product effective against SARS-CoV-2 (https://www.epa.gov/pesticide-registration/list-n-disinfectants-use-against-sars-cov-2)
